1,0.03190945051028393
10,0.012759150099009275
100,0.047467799950391056
1000,0.4601461485028267
10000,3.09555447101593
100000,27.14419174194336
1000000,292.9456069946289
10000000,3396.0060302734373
1,1.8660000059753657E-4
11,0.001562749972799793
21,0.0030789999524131416
31,0.00480509998742491
41,0.006461150012910366
51,0.008817149908281863
61,0.01003005001693964
71,0.011802649917080998
81,0.013295600051060319
91,0.015791399963200094
101,0.016631149873137473
111,0.018963850010186432
121,0.021879649814218284
131,0.022672500088810922
141,0.024072249978780748
151,0.02582149999216199
161,0.03246925035491586
171,0.026311200018972157
181,0.02824740018695593
191,0.03195610027760267
201,0.034265500493347645
211,0.03617809936404228
221,0.03820745013654232
231,0.0450187997892499
241,0.0439455496147275
251,0.05404555015265942
261,0.04924050010740757
271,0.04599834959954023
281,0.048680799640715124
291,0.049473699927330014
301,0.05175974983721972
311,0.0549321498721838
321,0.055235400423407556
331,0.05759110003709793
341,0.0583608003333211
351,0.06011040061712265
361,0.07137665003538132
371,0.06216294914484024
381,0.062279649637639524
391,0.06398230008780956
401,0.06563855037093162
411,0.06748144924640656
421,0.07366254962980748
431,0.07289284989237785
441,0.08432234972715377
451,0.07454895153641701
461,0.07769784927368165
471,0.08126680031418801
481,0.07919064983725548
491,0.0823395486921072
501,0.0854886993765831
511,0.11294299997389316
521,0.08406584970653057
531,0.08854429982602596
541,0.09309290014207364
551,0.09740804992616177
561,0.09472569935023785
571,0.09850445054471493
581,0.10363624952733516
591,0.10121015012264252
601,0.09283640086650849
611,0.09731485024094581
621,0.10025405026972294
631,0.09908755049109459
641,0.09934410043060779
651,0.10606205016374588
661,0.1090475495904684
671,0.10582869946956634
681,0.11082030013203621
691,0.11637175008654595
701,0.15679534934461117
711,0.15481264926493168
721,0.11772464998066426
731,0.11543874964118003
741,0.1268918015062809
751,0.12145694941282273
761,0.12008084952831269
771,0.12525909952819347
781,0.13125379905104637
791,0.12969075217843057
801,0.13081045001745223
811,0.13505570068955422
821,0.13248999938368797
831,0.1604342982172966
841,0.14853795170783995
851,0.14258990064263344
861,0.14391945078969
871,0.14252010062336923
881,0.15595565289258956
891,0.14867795035243034
901,0.14856154918670655
911,0.1536232501268387
921,0.15469605028629302
931,0.15980444848537445
941,0.15728510022163392
951,0.1594545491039753
961,0.17701874896883965
971,0.1643296994268894
981,0.16533264964818956
991,0.16666204929351808